fbgn	protein_id	total_length	disorder_fraction	max_disordered_region	n_disordered_residues	mean_score
FBgn0036414	FBpp0302810	834	0.3237	68	270	0.3450
FBgn0053489	FBpp0088510	497	0.6258	86	311	0.4275
FBgn0053490	FBpp0089011	530	0.7415	76	393	0.4593
FBgn0036544	FBpp0088511	861	0.6400	216	551	0.4404
FBgn0034274	FBpp0088514	345	0.3826	38	132	0.3742
FBgn0034275	FBpp0088515	595	0.1815	41	108	0.2866
FBgn0022740	FBpp0088516	242	0.7893	69	191	0.4749
FBgn0027572	FBpp0088517	669	0.2840	35	190	0.3565
FBgn0026309	FBpp0088518	700	0.4471	55	313	0.3887
FBgn0028744	FBpp0088519	784	0.6620	166	519	0.4519
FBgn0028743	FBpp0290365	274	0.7190	52	197	0.4347
FBgn0026316	FBpp0088522	154	0.7727	37	119	0.4673
FBgn0028740	FBpp0088524	624	0.8462	143	528	0.4881
FBgn0034279	FBpp0088525	649	0.4268	80	277	0.3689
FBgn0034278	FBpp0088526	134	0.7090	35	95	0.4484
FBgn0034277	FBpp0088527	634	0.3644	40	231	0.3528
FBgn0034276	FBpp0088528	894	0.3221	28	288	0.3613
FBgn0035917	FBpp0088529	430	0.7535	128	324	0.4706
FBgn0036101	FBpp0089001	245	0.4531	55	111	0.3723
FBgn0032388	FBpp0088537	970	0.8402	180	815	0.5370
FBgn0030887	FBpp0088539	949	0.5564	91	528	0.4248
FBgn0030892	FBpp0089022	404	0.6238	97	252	0.4409
FBgn0020429	FBpp0088541	913	0.3812	60	348	0.3620
FBgn0036790	FBpp0088997	483	0.3954	81	191	0.3589
FBgn0036689	FBpp0088545	581	0.3339	46	194	0.3596
FBgn0010424	FBpp0088546	155	0.4323	12	67	0.3908
FBgn0036911	FBpp0428238	358	0.4022	46	144	0.3700
FBgn0036900	FBpp0088554	690	0.7536	110	520	0.4857
FBgn0015721	FBpp0309666	469	0.6546	109	307	0.4433
FBgn0053493	FBpp0089000	102	0.5196	36	53	0.3758
FBgn0053494	FBpp0088966	86	0.6279	54	54	0.3871
FBgn0040227	FBpp0088565	560	0.6732	85	377	0.4361
FBgn0025790	FBpp0088567	531	0.6723	61	357	0.4581
FBgn0032699	FBpp0088571	784	0.4694	60	368	0.3977
FBgn0036302	FBpp0290110	780	0.7038	117	549	0.4693
FBgn0034289	FBpp0088573	623	0.8234	439	513	0.4973
FBgn0016034	FBpp0088574	462	0.5498	56	254	0.4074
FBgn0031883	FBpp0088583	594	0.5791	197	344	0.4667
FBgn0031835	FBpp0309854	940	0.4011	71	377	0.3782
FBgn0031115	FBpp0088585	513	0.5984	75	307	0.4376
FBgn0039313	FBpp0088587	439	0.3804	32	167	0.3672
FBgn0000286	FBpp0422630	537	0.6089	66	327	0.4570
FBgn0028425	FBpp0088598	500	0.1560	22	78	0.2746
FBgn0003380	FBpp0088599	655	0.5282	80	346	0.4070
FBgn0037153	FBpp0290707	760	0.4921	48	374	0.3901
FBgn0038448	FBpp0428222	493	0.1582	48	78	0.2549
FBgn0036681	FBpp0112090	259	0.4440	61	115	0.3875
FBgn0061197	FBpp0088611	832	0.8305	197	691	0.4963
FBgn0027780	FBpp0088615	1012	0.3034	30	307	0.3558
FBgn0028560	FBpp0088616	444	0.1644	21	73	0.2209
FBgn0003464	FBpp0088620	1594	0.5282	76	842	0.4176
FBgn0023023	FBpp0112945	594	0.3300	38	196	0.3544
FBgn0037222	FBpp0088629	392	0.4413	64	173	0.4030
FBgn0037836	FBpp0312494	2851	0.8629	452	2460	0.5242
FBgn0037986	FBpp0290937	473	0.5856	56	277	0.4244
FBgn0038440	FBpp0088637	362	0.1713	28	62	0.2710
FBgn0020371	FBpp0088641	176	0.2102	15	37	0.2983
FBgn0030657	FBpp0088643	230	0.6043	48	139	0.4337
FBgn0043070	FBpp0088646	485	0.4969	75	241	0.3996
FBgn0029941	FBpp0088653	1000	0.8260	214	826	0.5352
FBgn0036574	FBpp0088654	1162	0.7642	140	888	0.4776
FBgn0003118	FBpp0088658	718	0.6100	147	438	0.4464
FBgn0004595	FBpp0293146	1835	0.7488	156	1374	0.5030
FBgn0016038	FBpp0088667	200	0.6700	42	134	0.4528
FBgn0033566	FBpp0088669	297	0.7980	83	237	0.4662
FBgn0033285	FBpp0088673	159	0.8113	127	129	0.5410
FBgn0003189	FBpp0088675	2224	0.3498	38	778	0.3665
FBgn0032202	FBpp0088679	118	0.8983	67	106	0.5513
FBgn0002773	FBpp0088688	222	0.4144	32	92	0.4072
FBgn0037455	FBpp0088689	322	0.3634	52	117	0.3768
FBgn0031450	FBpp0088691	760	0.8145	148	619	0.4942
FBgn0050011	FBpp0088699	932	0.6298	115	587	0.4483
FBgn0050159	FBpp0088701	239	0.4184	24	100	0.3895
FBgn0061435	FBpp0423059	146	0.3288	24	48	0.3566
FBgn0050423	FBpp0312189	126	0.1190	15	15	0.2289
FBgn0038194	FBpp0088707	508	0.4311	29	219	0.3742
FBgn0051665	FBpp0088727	1157	0.6621	206	766	0.4376
FBgn0051720	FBpp0291183	718	0.3538	59	254	0.3480
FBgn0005666	FBpp0290554	8933	0.6962	461	6219	0.4453
FBgn0052206	FBpp0303609	1278	0.4937	63	631	0.3914
FBgn0052442	FBpp0088739	238	0.2059	22	49	0.2926
FBgn0052495	FBpp0290197	562	0.2794	34	157	0.3558
FBgn0052568	FBpp0290265	325	0.3200	24	104	0.3750
FBgn0052656	FBpp0309609	1552	0.3679	183	571	0.4091
FBgn0031518	FBpp0112952	789	0.5526	94	436	0.4105
FBgn0023531	FBpp0300642	1264	0.7634	240	965	0.4749
FBgn0053170	FBpp0088777	98	0.6224	31	61	0.4381
FBgn0053198	FBpp0088783	101	0.2772	14	28	0.2893
FBgn0035802	FBpp0088791	1904	0.6239	82	1188	0.4436
FBgn0032120	FBpp0088794	1517	0.4773	112	724	0.3766
FBgn0041723	FBpp0088796	1429	0.5731	91	819	0.4056
FBgn0053459	FBpp0088798	284	0.2148	33	61	0.3301
FBgn0053467	FBpp0309011	188	0.3883	23	73	0.3596
FBgn0052311	FBpp0304429	3664	0.7434	383	2724	0.4734
FBgn0003016	FBpp0290711	1566	0.8206	111	1285	0.4923
FBgn0035028	FBpp0088807	583	0.4717	50	275	0.3686
FBgn0015925	FBpp0088810	610	0.4377	41	267	0.3845
FBgn0013305	FBpp0088814	324	0.3395	79	110	0.3020
FBgn0021761	FBpp0088820	1365	0.4007	75	547	0.3769
FBgn0038474	FBpp0088833	200	0.4450	28	89	0.4025
FBgn0025456	FBpp0088835	211	0.4882	54	103	0.3920
FBgn0026379	FBpp0088839	514	0.6518	140	335	0.4519
FBgn0039207	FBpp0088845	1402	0.3388	59	475	0.3453
FBgn0032455	FBpp0290386	1094	0.8702	375	952	0.5456
FBgn0038886	FBpp0306935	526	0.2281	18	120	0.3204
FBgn0039215	FBpp0088855	961	0.8033	324	772	0.5641
FBgn0039714	FBpp0088863	355	0.2648	25	94	0.3048
FBgn0039711	FBpp0088866	352	0.4517	117	159	0.4360
FBgn0002567	FBpp0088870	686	0.7522	359	516	0.4963
FBgn0032001	FBpp0088874	158	0.1203	5	19	0.3428
FBgn0031548	FBpp0088876	663	0.4178	31	277	0.3729
FBgn0025682	FBpp0088881	329	0.5714	37	188	0.4153
FBgn0032907	FBpp0088883	388	0.6624	48	257	0.4276
FBgn0031813	FBpp0113095	724	0.3854	42	279	0.3770
FBgn0026620	FBpp0291772	1322	0.8079	185	1068	0.4811
FBgn0003721	FBpp0088904	711	0.8073	153	574	0.5186
FBgn0034405	FBpp0088908	463	0.2678	33	124	0.3525
FBgn0039915	FBpp0088910	636	0.2060	38	131	0.2737
FBgn0020445	FBpp0088917	1017	0.4376	52	445	0.3885
FBgn0004509	FBpp0307777	1478	0.6583	199	973	0.4521
FBgn0000117	FBpp0089034	843	0.3084	56	260	0.3642
FBgn0022361	FBpp0089038	275	0.7091	35	195	0.4345
FBgn0023175	FBpp0089041	253	0.2767	21	70	0.3521
FBgn0010329	FBpp0089042	670	0.4567	56	306	0.3987
FBgn0011754	FBpp0290715	560	0.5679	42	318	0.4114
FBgn0001991	FBpp0428119	2705	0.4340	97	1174	0.3744
FBgn0032456	FBpp0089056	1549	0.3189	53	494	0.3398
FBgn0067782	FBpp0089077	197	0.4061	38	80	0.3776
FBgn0034053	FBpp0113050	510	0.3059	47	156	0.3659
FBgn0034054	FBpp0086343	455	0.3802	36	173	0.3732
FBgn0050069	FBpp0086659	4012	0.9706	2521	3894	0.5880
FBgn0039114	FBpp0083846	431	0.5012	33	216	0.4110
FBgn0039116	FBpp0083849	254	0.9055	84	230	0.5375
FBgn0015513	FBpp0293271	2008	0.5125	256	1029	0.4095
FBgn0039120	FBpp0083851	1960	0.4867	176	954	0.4040
FBgn0039118	FBpp0083852	276	0.4058	42	112	0.3623
FBgn0039117	FBpp0083853	1197	0.4378	48	524	0.3868
FBgn0039115	FBpp0083854	211	0.4218	14	89	0.3668
FBgn0039113	FBpp0083856	619	0.4023	32	249	0.3725
FBgn0035477	FBpp0073020	773	0.7814	139	604	0.4802
FBgn0035478	FBpp0073021	155	0.1677	16	26	0.2990
FBgn0004880	FBpp0073022	653	0.6784	80	443	0.4717
FBgn0035482	FBpp0288415	241	0.4398	44	106	0.3931
FBgn0004895	FBpp0073048	365	0.6521	72	238	0.4385
FBgn0035483	FBpp0073049	338	0.3964	43	134	0.3702
FBgn0045479	FBpp0073050	456	0.3465	48	158	0.3289
FBgn0045478	FBpp0073051	406	0.1650	17	67	0.2905
FBgn0045477	FBpp0073052	419	0.1862	21	78	0.2915
FBgn0052255	FBpp0073057	469	0.3625	71	170	0.3469
FBgn0035484	FBpp0073140	548	0.2974	45	163	0.3486
FBgn0035481	FBpp0073023	619	0.7415	99	459	0.4781
FBgn0035480	FBpp0288663	115	0.5913	35	68	0.4079
FBgn0035479	FBpp0073027	163	0.4847	55	79	0.4011
FBgn0027552	FBpp0073028	316	0.5095	25	161	0.3963
FBgn0035476	FBpp0073029	320	0.3031	19	97	0.3575
FBgn0035475	FBpp0073030	224	0.1205	20	27	0.2762
FBgn0030545	FBpp0073716	198	0.6010	43	119	0.4284
FBgn0026713	FBpp0073717	1222	0.6007	331	734	0.4451
FBgn0030552	FBpp0073719	416	0.5361	89	223	0.4168
FBgn0030554	FBpp0073720	473	0.3763	42	178	0.3660
FBgn0260482	FBpp0073721	317	0.7319	60	232	0.4393
FBgn0030558	FBpp0073725	501	0.3533	67	177	0.3771
FBgn0002917	FBpp0311138	2233	0.3363	68	751	0.3364
FBgn0030562	FBpp0073737	308	0.5584	56	172	0.3937
FBgn0030559	FBpp0288818	154	0.4416	40	68	0.3769
FBgn0030556	FBpp0073739	649	0.5562	54	361	0.4187
FBgn0030555	FBpp0073740	669	0.3572	41	239	0.3688
FBgn0030551	FBpp0073743	344	0.3372	20	116	0.3603
FBgn0040153	FBpp0305619	338	0.6509	65	220	0.4479
FBgn0003053	FBpp0070648	1894	0.6822	163	1292	0.4657
FBgn0025739	FBpp0070649	670	0.8701	135	583	0.5106
FBgn0029718	FBpp0070650	180	0.7833	69	141	0.4540
FBgn0022942	FBpp0070651	800	0.3700	60	296	0.3799
FBgn0029720	FBpp0070656	342	0.4094	38	140	0.3804
FBgn0029719	FBpp0070657	714	0.6905	92	493	0.4547
FBgn0025615	FBpp0070658	340	0.3471	29	118	0.3598
FBgn0011277	FBpp0303590	191	0.4869	62	93	0.4181
FBgn0025612	FBpp0070660	252	0.8373	134	211	0.5061
FBgn0025613	FBpp0070661	583	0.5146	63	300	0.4032
FBgn0029717	FBpp0070665	231	0.6494	107	150	0.4519
FBgn0023395	FBpp0074766	892	0.5404	111	482	0.4193
FBgn0052214	FBpp0271919	116	0.0000	0	0	0.2097
FBgn0036872	FBpp0074699	131	0.0000	0	0	0.2167
FBgn0052213	FBpp0271917	129	0.0000	0	0	0.2181
FBgn0052212	FBpp0074701	111	0.0811	9	9	0.2457
FBgn0036879	FBpp0074702	198	0.3485	48	69	0.3298
FBgn0036878	FBpp0074745	204	0.5637	50	115	0.4087
FBgn0036877	FBpp0074746	422	0.5782	37	244	0.4074
FBgn0036876	FBpp0074747	410	0.5390	36	221	0.4004
FBgn0036875	FBpp0288483	404	0.6436	43	260	0.4180
FBgn0036874	FBpp0074750	728	0.3146	39	229	0.3218
FBgn0036873	FBpp0074752	141	0.0000	0	0	0.2058
FBgn0052208	FBpp0271914	129	0.0000	0	0	0.2122
FBgn0036871	FBpp0074754	122	0.0000	0	0	0.2252
FBgn0036870	FBpp0074755	162	0.0000	0	0	0.2109
FBgn0053062	FBpp0292017	124	0.3710	27	46	0.3631
FBgn0031126	FBpp0076968	520	0.3385	26	176	0.3610
FBgn0031127	FBpp0076969	152	0.8487	69	129	0.4759
FBgn0031128	FBpp0076986	302	0.9205	153	278	0.5193
FBgn0019929	FBpp0071322	397	0.4332	58	172	0.3797
FBgn0030157	FBpp0071323	206	0.7961	104	164	0.5115
FBgn0030158	FBpp0071324	162	0.4444	25	72	0.3674
FBgn0030159	FBpp0071325	173	0.6474	52	112	0.4551
FBgn0030160	FBpp0071327	121	0.5950	35	72	0.3885
FBgn0030162	FBpp0071330	404	0.3663	83	148	0.3770
FBgn0030161	FBpp0309784	187	0.6684	71	125	0.4551
FBgn0030156	FBpp0071332	355	0.8704	162	309	0.5544
FBgn0052695	FBpp0071333	79	0.4430	19	35	0.3447
FBgn0024807	FBpp0077065	410	0.6146	69	252	0.4368
FBgn0053502	FBpp0070054	283	0.4558	39	129	0.3936
FBgn0052819	FBpp0070049	601	0.6722	91	404	0.4474
FBgn0040028	FBpp0070056	601	0.6822	91	410	0.4484
FBgn0052820	FBpp0070052	601	0.6722	91	404	0.4474
FBgn0027588	FBpp0070057	924	0.3810	44	352	0.3745
FBgn0052230	FBpp0070039	83	0.5783	45	48	0.4380
FBgn0010215	FBpp0070037	917	0.5224	57	479	0.4054
FBgn0039530	FBpp0307232	1433	0.6113	134	876	0.4437
FBgn0039532	FBpp0084562	195	0.4103	33	80	0.3929
FBgn0027494	FBpp0084564	163	0.6074	28	99	0.4154
FBgn0039536	FBpp0303144	3332	0.5252	129	1750	0.4123
FBgn0039537	FBpp0084585	412	0.2379	10	98	0.3556
FBgn0039538	FBpp0084586	157	0.6433	27	101	0.4233
FBgn0046258	FBpp0084587	330	0.6000	49	198	0.4138
FBgn0045862	FBpp0303118	806	0.9007	350	726	0.5534
FBgn0039543	FBpp0084608	618	0.5065	43	313	0.3895
FBgn0051055	FBpp0084612	436	0.6353	55	277	0.4488
FBgn0003330	FBpp0084614	435	0.7287	91	317	0.4634
FBgn0002772	FBpp0084566	155	0.3548	44	55	0.3698
FBgn0039531	FBpp0084569	326	0.4632	50	151	0.3829
FBgn0039529	FBpp0084570	428	0.5187	94	222	0.3945
FBgn0260484	FBpp0070575	377	0.4536	67	171	0.4307
FBgn0021738	FBpp0070574	114	0.6053	28	69	0.4648
FBgn0029679	FBpp0070578	649	0.3806	58	247	0.3440
FBgn0031644	FBpp0077082	349	0.5702	37	199	0.4093
FBgn0031645	FBpp0077083	493	0.2089	33	103	0.2860
FBgn0003372	FBpp0077084	1286	0.9603	1212	1235	0.6915
FBgn0031650	FBpp0078629	378	0.5370	68	203	0.4079
FBgn0039331	FBpp0271773	523	0.4704	133	246	0.3789
FBgn0051437	FBpp0084209	265	0.6340	98	168	0.4462
FBgn0039332	FBpp0084220	471	0.3312	21	156	0.3547
FBgn0032859	FBpp0080890	301	0.5714	32	172	0.4182
FBgn0051687	FBpp0305184	351	0.2963	30	104	0.3543
FBgn0032863	FBpp0080894	678	0.4513	151	306	0.3889
FBgn0032864	FBpp0080895	475	0.2905	43	138	0.3420
FBgn0042175	FBpp0080896	421	0.4584	30	193	0.3793
FBgn0051683	FBpp0080897	421	0.4584	30	193	0.3789
FBgn0032860	FBpp0297862	117	0.4786	32	56	0.3537
FBgn0032858	FBpp0080899	459	0.6580	56	302	0.4678
FBgn0031688	FBpp0078697	501	0.4611	26	231	0.3760
FBgn0031692	FBpp0078699	149	0.3356	21	50	0.3630
FBgn0031690	FBpp0078725	509	0.3320	32	169	0.3495
FBgn0033538	FBpp0111976	792	0.4760	59	377	0.3852
FBgn0033540	FBpp0087307	794	0.3879	47	308	0.3734
FBgn0033541	FBpp0087308	237	0.8439	172	200	0.5105
FBgn0033539	FBpp0087353	731	0.5622	144	411	0.4163
FBgn0031195	FBpp0305863	603	0.6086	92	367	0.4221
FBgn0031197	FBpp0077053	220	0.8273	56	182	0.4809
FBgn0031196	FBpp0077055	530	0.5887	50	312	0.4193
FBgn0031194	FBpp0077056	651	0.5177	52	337	0.4135
FBgn0010316	FBpp0087553	245	0.7510	104	184	0.4846
FBgn0043530	FBpp0086551	117	0.3846	14	45	0.3419
FBgn0033633	FBpp0087232	660	0.3985	38	263	0.3881
FBgn0040503	FBpp0423086	232	0.5647	59	131	0.3995
FBgn0015872	FBpp0303808	278	0.0324	6	9	0.2090
FBgn0050026	FBpp0290144	228	0.7281	153	166	0.4950
FBgn0033015	FBpp0085418	497	0.6559	72	326	0.4454
FBgn0033019	FBpp0312507	281	0.9146	85	257	0.5209
FBgn0033020	FBpp0085425	176	0.5398	41	95	0.3819
FBgn0033021	FBpp0085427	662	0.6465	156	428	0.4476
FBgn0050441	FBpp0289150	131	0.6412	67	84	0.4370
FBgn0033017	FBpp0085430	301	0.4950	78	149	0.4088
FBgn0052133	FBpp0075526	2294	0.7720	500	1771	0.5327
FBgn0053196	FBpp0304622	22949	0.6060	3368	13908	0.4425
FBgn0040849	FBpp0307916	648	0.1960	22	127	0.3192
FBgn0033005	FBpp0085414	1034	0.4836	90	500	0.4038
FBgn0033010	FBpp0085417	741	0.7949	120	589	0.4921
FBgn0026238	FBpp0301580	279	0.4194	40	117	0.3747
FBgn0013348	FBpp0085438	154	0.1753	20	27	0.3437
FBgn0032949	FBpp0085251	318	0.5283	67	168	0.4102
FBgn0030715	FBpp0073938	418	0.2871	34	120	0.3219
FBgn0030717	FBpp0073939	421	0.3848	51	162	0.3644
FBgn0000611	FBpp0073942	376	0.7101	65	267	0.4467
FBgn0030720	FBpp0073943	817	0.6720	149	549	0.4667
FBgn0030721	FBpp0073944	580	0.5759	74	334	0.4239
FBgn0030723	FBpp0073986	519	0.6686	102	347	0.4330
FBgn0030725	FBpp0073987	621	0.5588	76	347	0.4156
FBgn0028397	FBpp0074033	564	0.6348	114	358	0.4420
FBgn0030724	FBpp0074036	273	0.6484	45	177	0.4271
FBgn0030722	FBpp0074037	254	0.6535	41	166	0.4396
FBgn0003969	FBpp0089148	954	0.4497	43	429	0.3815
FBgn0030719	FBpp0089137	464	0.5560	77	258	0.4217
FBgn0030718	FBpp0073950	221	0.3213	26	71	0.3544
FBgn0030716	FBpp0073952	1246	0.8042	134	1002	0.4776
FBgn0053236	FBpp0289362	172	0.3372	19	58	0.3782
FBgn0053237	FBpp0289363	172	0.3372	19	58	0.3781
FBgn0053238	FBpp0289364	172	0.3023	19	52	0.3728
FBgn0053239	FBpp0289365	172	0.3372	19	58	0.3789
FBgn0053240	FBpp0289366	172	0.3372	19	58	0.3782
FBgn0053241	FBpp0289367	172	0.3372	19	58	0.3789
FBgn0053242	FBpp0289368	171	0.4327	32	74	0.3889
FBgn0053243	FBpp0289369	172	0.3198	19	55	0.3774
FBgn0053244	FBpp0289370	172	0.3372	19	58	0.3782
FBgn0053245	FBpp0289371	172	0.3372	19	58	0.3782
FBgn0053246	FBpp0289372	172	0.3198	19	55	0.3727
FBgn0053247	FBpp0289373	172	0.3198	19	55	0.3737
FBgn0029174	FBpp0079468	439	0.6173	63	271	0.4196
FBgn0032153	FBpp0111944	97	0.6598	49	64	0.4584
FBgn0010520	FBpp0079470	200	0.4400	63	88	0.4079
FBgn0024285	FBpp0079471	513	0.7407	235	380	0.5468
FBgn0040064	FBpp0079472	398	0.2186	40	87	0.3272
FBgn0032160	FBpp0079473	281	0.4769	27	134	0.3866
FBgn0032161	FBpp0079474	280	0.3643	56	102	0.3628
FBgn0032162	FBpp0079475	287	0.2822	20	81	0.3477
FBgn0032166	FBpp0079479	570	0.4018	32	229	0.3780
FBgn0032167	FBpp0079489	689	0.3237	57	223	0.3421
FBgn0051712	FBpp0079491	290	0.9931	288	288	0.6509
FBgn0051876	FBpp0079492	146	0.1575	20	23	0.2993
FBgn0032163	FBpp0079493	566	0.5972	77	338	0.4241
FBgn0025700	FBpp0079495	190	0.4263	45	81	0.3689
FBgn0032156	FBpp0079497	510	0.5176	58	264	0.4098
FBgn0053300	FBpp0296937	1702	0.9642	1553	1641	0.7259
FBgn0004867	FBpp0079500	267	0.3933	40	105	0.3762
FBgn0032154	FBpp0079501	613	0.4763	29	292	0.3976
FBgn0031089	FBpp0070005	441	0.4263	21	188	0.3672
FBgn0031092	FBpp0070006	312	0.3333	42	104	0.3542
FBgn0031094	FBpp0070007	272	0.4191	57	114	0.3949
FBgn0031097	FBpp0077026	237	0.4810	44	114	0.3992
FBgn0022770	FBpp0077027	230	0.2609	16	60	0.3458
FBgn0015789	FBpp0077029	204	0.5784	43	118	0.3964
FBgn0031099	FBpp0290783	431	0.2645	42	114	0.3366
FBgn0031098	FBpp0077033	694	0.2219	35	154	0.3476
FBgn0003654	FBpp0088428	663	0.5732	72	380	0.4246
FBgn0053499	FBpp0423400	554	0.5162	44	286	0.4054
FBgn0052823	FBpp0312288	533	0.4916	44	262	0.4015
FBgn0053497	FBpp0089016	543	0.5101	44	277	0.4055
FBgn0067861	FBpp0088559	517	0.5919	44	306	0.4270
FBgn0000084	FBpp0291143	321	0.3458	22	111	0.3622
FBgn0031093	FBpp0070025	545	0.4477	36	244	0.3897
FBgn0031091	FBpp0070026	520	0.5423	153	282	0.4197
FBgn0031090	FBpp0070027	201	0.5323	36	107	0.4001
FBgn0030759	FBpp0074057	232	0.1034	16	24	0.2573
FBgn0061200	FBpp0309144	1929	0.7475	148	1442	0.4674
FBgn0025743	FBpp0074060	639	0.6135	122	392	0.4344
FBgn0030764	FBpp0074062	413	0.8668	143	358	0.5044
FBgn0030763	FBpp0074063	226	0.8230	170	186	0.4956
FBgn0030761	FBpp0303435	519	0.5511	78	286	0.4147
FBgn0015615	FBpp0074065	1200	0.7292	174	875	0.4810
FBgn0011826	FBpp0074069	570	0.4982	45	284	0.4034
FBgn0011742	FBpp0302793	399	0.2707	35	108	0.3523
FBgn0030757	FBpp0074071	1137	0.5532	92	629	0.4188
FBgn0030756	FBpp0074072	454	0.1167	16	53	0.2643
FBgn0034478	FBpp0085641	114	0.5614	23	64	0.4297
FBgn0040775	FBpp0087640	61	0.5574	34	34	0.4290
FBgn0031201	FBpp0077035	709	0.4443	52	315	0.3547
FBgn0041150	FBpp0077087	846	0.3570	51	302	0.3174
FBgn0034548	FBpp0085552	436	0.8073	172	352	0.4960
FBgn0033404	FBpp0087587	378	0.1878	25	71	0.3023
FBgn0033403	FBpp0087641	875	0.6446	73	564	0.4436
FBgn0033250	FBpp0293292	498	0.3715	33	185	0.3656
FBgn0034072	FBpp0297348	1262	0.6704	126	846	0.4413
FBgn0033155	FBpp0088092	1430	0.5895	128	843	0.4333
FBgn0025360	FBpp0302920	492	0.6016	164	296	0.4271
FBgn0033154	FBpp0088093	681	0.8223	141	560	0.4861
FBgn0031646	FBpp0077094	255	0.7176	133	183	0.4742
FBgn0015000	FBpp0078630	395	0.2987	24	118	0.3447
FBgn0031655	FBpp0078631	755	0.5258	112	397	0.4216
FBgn0031657	FBpp0078633	333	0.3514	49	117	0.3707
FBgn0031662	FBpp0078636	252	0.0913	19	23	0.2673
FBgn0033911	FBpp0086703	549	0.2605	42	143	0.2949
FBgn0034071	FBpp0086352	960	0.3844	61	369	0.3611
FBgn0034479	FBpp0085642	502	0.2530	40	127	0.2894
FBgn0031651	FBpp0078694	247	0.7328	76	181	0.4760
FBgn0031654	FBpp0078691	276	0.1268	24	35	0.3177
FBgn0031653	FBpp0078692	258	0.1473	11	38	0.3021
FBgn0031652	FBpp0078693	319	0.2476	25	79	0.3304
FBgn0015834	FBpp0078689	326	0.4294	31	140	0.3887
FBgn0031661	FBpp0078685	395	0.4608	36	182	0.4075
FBgn0031663	FBpp0078684	191	0.4031	30	77	0.3854
FBgn0031664	FBpp0078681	496	0.6270	127	311	0.4293
FBgn0031659	FBpp0078634	600	0.4650	25	279	0.3939
FBgn0037028	FBpp0077929	759	0.5863	103	445	0.4238
FBgn0031660	FBpp0078635	302	0.6987	33	211	0.4384
FBgn0061515	FBpp0099872	119	0.9412	73	112	0.5181
FBgn0052580	FBpp0073985	16223	0.9644	2325	15646	0.5766
FBgn0051961	FBpp0077173	355	0.5859	65	208	0.4353
FBgn0053505	FBpp0090943	484	0.4897	67	237	0.4101
FBgn0053506	FBpp0090944	320	0.3187	35	102	0.3496
FBgn0053508	FBpp0081034	460	0.4565	37	210	0.3812
FBgn0053509	FBpp0090945	389	0.3676	30	143	0.3610
FBgn0053510	FBpp0289589	426	0.3991	26	170	0.3822
FBgn0053511	FBpp0312336	415	0.4482	52	186	0.3981
FBgn0053512	FBpp0289718	323	0.4675	46	151	0.3869
FBgn0053513	FBpp0070276	1083	0.3934	57	426	0.3644
FBgn0053514	FBpp0073145	311	0.5048	45	157	0.4018
FBgn0053516	FBpp0289895	522	0.4291	31	224	0.3843
FBgn0053519	FBpp0112375	4218	0.5979	246	2522	0.4207
FBgn0053523	FBpp0303152	654	0.4862	49	318	0.3751
FBgn0053527	FBpp0293592	72	0.2639	13	19	0.3142
FBgn0053530	FBpp0100040	124	0.0484	6	6	0.3059
FBgn0053531	FBpp0311099	1054	0.4203	64	443	0.3772
FBgn0053532	FBpp0099709	186	0.4785	18	89	0.3787
FBgn0053533	FBpp0099538	150	0.4600	27	69	0.3652
FBgn0053542	FBpp0112376	401	0.7406	105	297	0.4732
FBgn0053543	FBpp0301209	468	0.4615	39	216	0.3941
FBgn0053526	FBpp0077687	1135	0.7040	176	799	0.4813
FBgn0053547	FBpp0293553	2798	0.6119	174	1712	0.4439
FBgn0032789	FBpp0080783	316	0.6361	60	201	0.4235
FBgn0002183	FBpp0072743	1122	0.6275	200	704	0.4511
FBgn0030018	FBpp0292850	1155	0.6597	185	762	0.4632
FBgn0010263	FBpp0303246	684	0.6316	97	432	0.4495
FBgn0052484	FBpp0072854	661	0.4614	55	305	0.3850
FBgn0004648	FBpp0089126	1439	0.4288	60	617	0.3814
FBgn0020493	FBpp0428153	665	0.5880	84	391	0.4371
FBgn0029723	FBpp0070682	545	0.4826	110	263	0.3671
FBgn0001301	FBpp0080596	1477	0.4990	125	737	0.4141
FBgn0035331	FBpp0303220	556	0.3903	54	217	0.3506
FBgn0031689	FBpp0078698	502	0.4303	24	216	0.3737
FBgn0053548	FBpp0070406	462	0.3810	36	176	0.3870
FBgn0053552	FBpp0090973	157	0.6561	67	103	0.4306
FBgn0040726	FBpp0099910	367	0.3896	48	143	0.3549
FBgn0038643	FBpp0099682	94	0.2553	9	24	0.2826
FBgn0053554	FBpp0292385	3790	0.3546	49	1344	0.3687
FBgn0029518	FBpp0305205	204	0.0490	10	10	0.2614
FBgn0053556	FBpp0112380	1717	0.7228	302	1241	0.4872
FBgn0053557	FBpp0090974	150	0.7667	66	115	0.4788
FBgn0000575	FBpp0072477	199	0.5930	78	118	0.4542
FBgn0038087	FBpp0291562	300	0.4100	43	123	0.3537
FBgn0010317	FBpp0072987	386	0.5155	49	199	0.3944
FBgn0003231	FBpp0080794	599	0.7346	130	440	0.4825
FBgn0000625	FBpp0075711	670	0.5851	156	392	0.4322
FBgn0003984	FBpp0076790	623	0.7705	147	480	0.5070
FBgn0010894	FBpp0076842	247	0.2348	32	58	0.2945
FBgn0003429	FBpp0303318	1217	0.3344	38	407	0.3490
