"Probe","gene","FBgn ID","stage/tissue","term"
"RE29708","Mct1","FBcl0224487","stage 4-5","Weak expression (>41ms exp)"
"RE29708","Mct1","FBcl0224487","stage 4-5","Basal exclusion"
"RE29708","Mct1","FBcl0224487","stage 4-5","Yolk plasm localization"
"RE29708","Mct1","FBcl0224487","stage 4-5","Maternal"
"RE29708","Mct1","FBcl0224487","stage 4-5","Exclusionary patterns"
"RE29708","Mct1","FBcl0224487","stage 4-5","Subcellular localization patterns"
"RE29708","Mct1","FBcl0224487","stage 6-7","Zygotic"
"RE29708","Mct1","FBcl0224487","stage 6-7","Stage 6-7"
"RE29708","Mct1","FBcl0224487","stage 6-7","Subset blastoderm nuclei"
"RE29708","Mct1","FBcl0224487","stage 6-7","Expressed"
"RE29708","Mct1","FBcl0224487","stage 6-7","Expression in mesoderm"
"RE29708","Mct1","FBcl0224487","stage 6-7","Blastoderm nuclei"
"RE29708","Mct1","FBcl0224487","stage 8-9","Subset blastoderm nuclei"
"RE29708","Mct1","FBcl0224487","stage 8-9","Zygotic"
"RE29708","Mct1","FBcl0224487","stage 8-9","Blastoderm nuclei"
"RE29708","Mct1","FBcl0224487","stage 8-9","Weak expression (>41ms exp)"
"RE29708","Mct1","FBcl0224487","stage 8-9","Expressed"
"RE29708","Mct1","FBcl0224487","stage 8-9","Ubiquitous"
"RE29708","Mct1","FBcl0224487","stage 8-9","Stage 8-9"
"RE29708","Mct1","FBcl0224487","stage 8-9","Expression in mesoderm"
"RE29708","Mct1","FBcl0224487","stage 10-17","Midgut"
"RE29708","Mct1","FBcl0224487","stage 10-17","Zygotic"
"RE29708","Mct1","FBcl0224487","stage 10-17","Head"
"RE29708","Mct1","FBcl0224487","stage 10-17","Salivary glands"
"RE29708","Mct1","FBcl0224487","stage 10-17","PNS"
"RE29708","Mct1","FBcl0224487","stage 10-17","Hindgut"
"RE29708","Mct1","FBcl0224487","stage 10-17","Sensory system"
"RE29708","Mct1","FBcl0224487","stage 10-17","Ectoderm"
"RE29708","Mct1","FBcl0224487","stage 10-17","Subcellular localization patterns"
"RE29708","Mct1","FBcl0224487","stage 10-17","Brain"
"RE29708","Mct1","FBcl0224487","stage 10-17","Perinuclear localization"
"RE29708","Mct1","FBcl0224487","stage 10-17","Perinuclear around PNS nuclei"
"RE29708","Mct1","FBcl0224487","stage 10-17","Perinuclear around CNS nuclei"
"RE29708","Mct1","FBcl0224487","stage 10-17","Ventral nerve cord"
"RE29708","Mct1","FBcl0224487","stage 10-17","Localized"
"RE29708","Mct1","FBcl0224487","stage 10-17","CNS"
"RE29708","Mct1","FBcl0224487","stage 10-17","Perinuclear VNC"
"RE29708","Mct1","FBcl0224487","stage 10-17","Expressed"
"RE29708","Mct1","FBcl0224487","stage 10-17","Stage 10-17"
"RE29708","Mct1","FBcl0224487","fat body","Fat body allover - Ubiquitous"
"RE29708","Mct1","FBcl0224487","fat body","Expressed in fat body"
"RE29708","Mct1","FBcl0224487","fat body","Nascent transcript in fat body"
"RE29708","Mct1","FBcl0224487","fat body","3rd Instar Larval Tissues"
"RE29708","Mct1","FBcl0224487","fat body","Fat body"
"RE29708","Mct1","FBcl0224487","intestine","Expressed in proventriculus"
"RE29708","Mct1","FBcl0224487","intestine","Hindgut foci"
"RE29708","Mct1","FBcl0224487","intestine","Hindgut - Midgut border"
"RE29708","Mct1","FBcl0224487","intestine","Subcellular localization in hindgut"
"RE29708","Mct1","FBcl0224487","intestine","Proventriculus allover"
"RE29708","Mct1","FBcl0224487","intestine","Expressed in hindgut"
"RE29708","Mct1","FBcl0224487","intestine","Subcellular localization in malpighian tubules"
"RE29708","Mct1","FBcl0224487","intestine","Intestine"
"RE29708","Mct1","FBcl0224487","intestine","Malpighian tubules allover"
"RE29708","Mct1","FBcl0224487","intestine","Hindgut allover"
"RE29708","Mct1","FBcl0224487","intestine","Nascent transcript in hindgut"
"RE29708","Mct1","FBcl0224487","intestine","3rd Instar Larval Tissues"
"RE29708","Mct1","FBcl0224487","intestine","Proventriculus foci"
"RE29708","Mct1","FBcl0224487","intestine","Malpighian tubules - foci"
"RE29708","Mct1","FBcl0224487","intestine","Subcellular localization in proventriculus"
"RE29708","Mct1","FBcl0224487","intestine","Expressed in malpighian tubules"
"RE29708","Mct1","FBcl0224487","imaginal discs","Imaginal discs"
"RE29708","Mct1","FBcl0224487","imaginal discs","Eye disc photo-receptors"
"RE29708","Mct1","FBcl0224487","imaginal discs","Eye disc particular pattern"
"RE29708","Mct1","FBcl0224487","imaginal discs","Expressed in antennal disc"
"RE29708","Mct1","FBcl0224487","imaginal discs","Antennal disc - center round cells"
"RE29708","Mct1","FBcl0224487","imaginal discs","3rd Instar Larval Tissues"
"RE29708","Mct1","FBcl0224487","imaginal discs","Expressed in eye disc"
"RE29708","Mct1","FBcl0224487","nervous system","Brain lobes - Significant area"
"RE29708","Mct1","FBcl0224487","nervous system","Expressed in brain lobes"
"RE29708","Mct1","FBcl0224487","nervous system","Ventral nerve cord - particular area"
"RE29708","Mct1","FBcl0224487","nervous system","Nervous system"
"RE29708","Mct1","FBcl0224487","nervous system","Optic lobe"
"RE29708","Mct1","FBcl0224487","nervous system","3rd Instar Larval Tissues"
"RE29708","Mct1","FBcl0224487","nervous system","Expressed in ventral nerve cord"
"RE29708","Mct1","FBcl0224487","nervous system","Localized to axons"
"RE29708","Mct1","FBcl0224487","salivary gland","Salivary glands allover"
"RE29708","Mct1","FBcl0224487","salivary gland","Subcellular localization in salivary gland"
"RE29708","Mct1","FBcl0224487","salivary gland","Salivary gland - nuclear dots"
"RE29708","Mct1","FBcl0224487","salivary gland","Salivary gland - Cytoplasmic foci"
"RE29708","Mct1","FBcl0224487","salivary gland","Salivary gland - Small foci"
"RE29708","Mct1","FBcl0224487","salivary gland","Salivary gland - membrane"
"RE29708","Mct1","FBcl0224487","salivary gland","Nascent transcript in salivary gland"
"RE29708","Mct1","FBcl0224487","salivary gland","Salivary gland"
"RE29708","Mct1","FBcl0224487","salivary gland","3rd Instar Larval Tissues"
"RE29708","Mct1","FBcl0224487","salivary gland","Expressed in salivary glands"
"RE29708","Mct1","FBcl0224487","ovary and testis","Larval Ovary and Testis-Larva"
"RE29708","Mct1","FBcl0224487","ovary and testis","3rd Instar Larval Tissues"
"RE29708","Mct1","FBcl0224487","ovary and testis","Testis"
"RE29708","Mct1","FBcl0224487","ovary and testis","Specific testis expression localization"
"RE29708","Mct1","FBcl0224487","ovary and testis","Larval testis foci"
"RE29708","Mct1","FBcl0224487","ovary and testis","Testis foci outside-Larva"
"RE29708","Mct1","FBcl0224487","lymph glands and ring glands","Lymph Glands"
"RE29708","Mct1","FBcl0224487","lymph glands and ring glands","Lymph Glands and Ring Glands"
"RE29708","Mct1","FBcl0224487","lymph glands and ring glands","3rd Instar Larval Tissues"
"RE29708","Mct1","FBcl0224487","lymph glands and ring glands","Expressed in lymph glands"
"RE29708","Mct1","FBcl0224487","lymph glands and ring glands","Lymph glands all over"
"RE12144","ckd","FBgn0035427","","3rd Instar Larval Tissues"
"RE12144","ckd","FBgn0035427","","Annotated by Indrani"
"RE12144","ckd","FBgn0035427","","Annotated by Ronit"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Lumenal - AG"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Non-particulate - AG"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Subcellularly localized - AG"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Expression level-AG"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Basal Enrichment - MC"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Cell type - ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Cytoplasmic-ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Expression level-ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Anterior ejaculatory duct papilla-ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Lumenal-ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Cytoplasmic in anterior ejaculatory papilla-ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Entry ring-ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Cytoplasmic in entry ring-ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Sleeve - ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Subcellularly localized - ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Foci - ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Scattered Foci - ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Lumenal-SV"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Non-particulate - SV"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Subcellularly localized - SV"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Testis"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Distal tip region-TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Expression level-TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Subcellularly localized - TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Elongating Spermatids  - TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Spermatids -TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Testis Cell type and stage - TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Cytoplasmic in elongating spermatids-TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Muscle cells - TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Cytoplasmic in muscle cells - TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Cytoplasmic in spermatogonium-TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Spermatogonium-TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Accessory Gland"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Male reproductive tissues"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Adult Tissues"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Expressed Low  - AG"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Ejaculatory Duct"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Expressed Low - ED"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Seminal Vesicle"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Expressed Low  - TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Expressed in distal tip region - TE"
"RE12144","ckd","FBgn0035427","Male reproductive tissues","Lower expression in tip region"
"RE12144","ckd","FBgn0035427","stage 1-3","Non-Expressed"
"RE12144","ckd","FBgn0035427","stage 1-3","Stage 1-3"
"RE12144","ckd","FBgn0035427","stage 4-5","Non-Expressed"
"RE12144","ckd","FBgn0035427","stage 4-5","Stage 4-5"
"RE12144","ckd","FBgn0035427","stage 6-7","Stage 6-7"
"RE12144","ckd","FBgn0035427","stage 6-7","Non-Expressed"
"RE12144","ckd","FBgn0035427","stage 8-9","Stage 8-9"
"RE12144","ckd","FBgn0035427","stage 8-9","Non-Expressed"
"RE12144","ckd","FBgn0035427","stage 10-17","Stage 10-17"
"RE12144","ckd","FBgn0035427","stage 10-17","Non-Expressed"
"RE12144","ckd","FBgn0035427","fat body","Expressed in fat body"
"RE12144","ckd","FBgn0035427","fat body","Subcellular Localization - Fat body"
"RE12144","ckd","FBgn0035427","fat body","Fat body - Few and small foci"
"RE12144","ckd","FBgn0035427","fat body","Fat body allover - Ubiquitous"
"RE12144","ckd","FBgn0035427","fat body","Borderline between "not expressed" and "low expression""
"RE12144","ckd","FBgn0035427","fat body","Fat body"
"RE12144","ckd","FBgn0035427","fat body","Cytoplasmic foci-fat body"
"RE12144","ckd","FBgn0035427","intestine","Intestine"
"RE12144","ckd","FBgn0035427","intestine","Subcellular localization in malpighian tubules"
"RE12144","ckd","FBgn0035427","intestine","Midgut allover"
"RE12144","ckd","FBgn0035427","intestine","Hindgut foci"
"RE12144","ckd","FBgn0035427","intestine","Midgut - foci"
"RE12144","ckd","FBgn0035427","intestine","Expressed in malpighian tubules"
"RE12144","ckd","FBgn0035427","intestine","Expressed in hindgut"
"RE12144","ckd","FBgn0035427","intestine","Expressed in midgut"
"RE12144","ckd","FBgn0035427","intestine","Malpighian tubules allover"
"RE12144","ckd","FBgn0035427","intestine","Expressed in gastric caeca"
"RE12144","ckd","FBgn0035427","intestine","Midgut - Few foci"
"RE12144","ckd","FBgn0035427","intestine","Subcellular localization in midgut"
"RE12144","ckd","FBgn0035427","intestine","Malpighian tubules - foci"
"RE12144","ckd","FBgn0035427","intestine","Gastric caeca allover"
"RE12144","ckd","FBgn0035427","intestine","Malpighian tubules few foci"
"RE12144","ckd","FBgn0035427","intestine","Subcellular localization in hindgut"
"RE12144","ckd","FBgn0035427","intestine","Subcellular localization in gastric caeca"
"RE12144","ckd","FBgn0035427","intestine","Few hindgut foci"
"RE12144","ckd","FBgn0035427","intestine","Few gastric caeca foci"
"RE12144","ckd","FBgn0035427","intestine","Gastric caeca foci"
"RE12144","ckd","FBgn0035427","nervous system","Nervous system"
"RE12144","ckd","FBgn0035427","nervous system","Borderline between "not expressed" and "low expression""
"RE12144","ckd","FBgn0035427","nervous system","Not expressed in nervous system"
"RE12144","ckd","FBgn0035427","salivary gland","Salivary gland"
"RE12144","ckd","FBgn0035427","salivary gland","Not expressed in salivary glands"
"RE12144","ckd","FBgn0035427","ovary and testis","Larval Ovary and Testis-Larva"
"RE12144","ckd","FBgn0035427","ovary and testis","Larval testis foci"
"RE12144","ckd","FBgn0035427","ovary and testis","Testis foci outside-Larva"
"RE12144","ckd","FBgn0035427","ovary and testis","3rd Instar Larval Tissues"
"RE12144","ckd","FBgn0035427","ovary and testis","Testis"
"RE12144","ckd","FBgn0035427","ovary and testis","Testis allover - Larva"
"RE12144","ckd","FBgn0035427","ovary and testis","Specific testis expression localization"
"RE12144","ckd","FBgn0035427","muscles","Sub-cellular localization in muscles-Larva"
"RE12144","ckd","FBgn0035427","muscles","Muscles allover - Larva"
"RE12144","ckd","FBgn0035427","muscles","Expressed in larval muscles-Larva"
"RE12144","ckd","FBgn0035427","muscles","Larval Muscles - Cytoplasmic foci"
"RE12144","ckd","FBgn0035427","muscles","Larval Muscles - larva"
"RE12144","ckd","FBgn0035427","tracheal system","Tracheal System"
"RE12144","ckd","FBgn0035427","tracheal system","3rd Instar Larval Tissues"
"RE12144","ckd","FBgn0035427","lymph glands and ring glands","Lymph glands all over"
"RE12144","ckd","FBgn0035427","lymph glands and ring glands","Expressed in lymph glands"
"RE12144","ckd","FBgn0035427","lymph glands and ring glands","Ring gland"
"RE12144","ckd","FBgn0035427","lymph glands and ring glands","Ring gland allover"
"RE12144","ckd","FBgn0035427","lymph glands and ring glands","Expressed in ring gland"
"RE12144","ckd","FBgn0035427","lymph glands and ring glands","Lymph Glands"
"RE12144","ckd","FBgn0035427","lymph glands and ring glands","Borderline between "not expressed" and "low expression""
"RE12144","ckd","FBgn0035427","lymph glands and ring glands","Lymph Glands and Ring Glands"
"RE29709","CG14485","FBcl0216207","","Annotated by Ronit"
"RE36502","CG12877","FBcl0237227","","Annotated by Hideki"
"RE36502","CG12877","FBcl0237227","stage 1-3","Stage 1-3"
"RE36502","CG12877","FBcl0237227","stage 1-3","Maternal"
"RE36502","CG12877","FBcl0237227","stage 1-3","Expressed"
"RE36502","CG12877","FBcl0237227","stage 1-3","Ubiquitous"
"RE36502","CG12877","FBcl0237227","stage 4-5","Apical enrichment"
"RE36502","CG12877","FBcl0237227","stage 4-5","Subcellular localization patterns"
"RE36502","CG12877","FBcl0237227","stage 4-5","Anterior localization"
"RE36502","CG12877","FBcl0237227","stage 4-5","Embryonic localization patterns"
"RE36502","CG12877","FBcl0237227","stage 4-5","Maternal"
"RE36502","CG12877","FBcl0237227","stage 4-5","Localized"
"RE36502","CG12877","FBcl0237227","stage 4-5","Zygotic"
"RE36502","CG12877","FBcl0237227","stage 4-5","Blastoderm nuclei"
"RE36502","CG12877","FBcl0237227","stage 4-5","Diffuse apical localization"
"RE36502","CG12877","FBcl0237227","stage 4-5","Zygotic starting stage 4"
"RE36502","CG12877","FBcl0237227","stage 4-5","Pole cell nuclei"
"RE36502","CG12877","FBcl0237227","stage 4-5","All blastoderm nuclei"
"RE36502","CG12877","FBcl0237227","stage 4-5","Stage 4-5"
"RE36502","CG12877","FBcl0237227","stage 4-5","Expressed"
"RE36502","CG12877","FBcl0237227","stage 4-5","Pole cell localization"
"RE36502","CG12877","FBcl0237227","stage 4-5","Posterior localization"
"RE36502","CG12877","FBcl0237227","stage 4-5","Apical localization"
"RE36502","CG12877","FBcl0237227","stage 4-5","Pole cell enrichment"
"RE36502","CG12877","FBcl0237227","stage 6-7","Stage 6-7"
"RE36502","CG12877","FBcl0237227","stage 6-7","Embryonic localization patterns"
"RE36502","CG12877","FBcl0237227","stage 6-7","Pole cell enrichment"
"RE36502","CG12877","FBcl0237227","stage 6-7","Pole cell localization"
"RE36502","CG12877","FBcl0237227","stage 6-7","Posterior localization"
"RE36502","CG12877","FBcl0237227","stage 6-7","Expressed"
"RE36502","CG12877","FBcl0237227","stage 6-7","Zygotic"
"RE36502","CG12877","FBcl0237227","stage 6-7","Pole cell nuclei"
"RE36502","CG12877","FBcl0237227","stage 6-7","Localized"
"RE36502","CG12877","FBcl0237227","stage 6-7","Maternal"
"RE36502","CG12877","FBcl0237227","stage 8-9","Expressed"
"RE36502","CG12877","FBcl0237227","stage 8-9","Zygotic"
"RE36502","CG12877","FBcl0237227","stage 8-9","Stage 8-9"
"RE36502","CG12877","FBcl0237227","stage 8-9","Germ cell enrichment"
"RE36502","CG12877","FBcl0237227","stage 8-9","Embryonic localization patterns"
"RE36502","CG12877","FBcl0237227","stage 8-9","Maternal"
"RE36502","CG12877","FBcl0237227","stage 8-9","Localized"
"RE36502","CG12877","FBcl0237227","stage 8-9","Germ cell localization"
"RE36324","rhi","FBcl0216226","","Annotated by Hideki"
"RE36324","rhi","FBcl0216226","stage 1-3","Strong expression (1-20ms exp)"
"RE36324","rhi","FBcl0216226","stage 1-3","Maternal"
"RE36324","rhi","FBcl0216226","stage 1-3","Stage 1-3"
"RE36324","rhi","FBcl0216226","stage 1-3","Expressed"
"RE36324","rhi","FBcl0216226","stage 1-3","Ubiquitous"
"RE36324","rhi","FBcl0216226","stage 4-5","Subcellular localization patterns"
"RE36324","rhi","FBcl0216226","stage 4-5","Basal exclusion"
"RE36324","rhi","FBcl0216226","stage 4-5","Degraded partially stage 4"
"RE36324","rhi","FBcl0216226","stage 4-5","Degraded partially stage 5"
"RE36324","rhi","FBcl0216226","stage 4-5","Degradation maternal transcripts"
"RE36324","rhi","FBcl0216226","stage 4-5","Localized"
"RE36324","rhi","FBcl0216226","stage 4-5","Embryonic localization patterns"
"RE36324","rhi","FBcl0216226","stage 4-5","Strong expression (1-20ms exp)"
"RE36324","rhi","FBcl0216226","stage 4-5","Apical exclusion"
"RE36324","rhi","FBcl0216226","stage 4-5","Degraded"
"RE36324","rhi","FBcl0216226","stage 4-5","Stage 4-5"
"RE36324","rhi","FBcl0216226","stage 4-5","Expressed"
"RE36324","rhi","FBcl0216226","stage 4-5","Maternal"
"RE36324","rhi","FBcl0216226","stage 4-5","Pole cell exclusion"
"RE36324","rhi","FBcl0216226","stage 4-5","Exclusionary patterns"
"RE36324","rhi","FBcl0216226","stage 6-7","Stage 6-7"
"RE36324","rhi","FBcl0216226","stage 6-7","Strong expression (1-20ms exp)"
"RE36324","rhi","FBcl0216226","stage 6-7","Expressed"
"RE36324","rhi","FBcl0216226","stage 6-7","Maternal"
"RE36324","rhi","FBcl0216226","stage 6-7","Ubiquitous"
"RE36324","rhi","FBcl0216226","stage 8-9","Ubiquitous"
"RE36324","rhi","FBcl0216226","stage 8-9","Stage 8-9"
"RE36324","rhi","FBcl0216226","stage 8-9","Maternal"
"RE36324","rhi","FBcl0216226","stage 8-9","Expressed"
"RE36204","CG9522","FBcl0216769","","Annotated by Hideki"
"RE36155","Sema-1a (RE36155)","FBcl0217057","","Annotated by Hideki"
"RE36140","CG6945","FBcl0235780","","Annotated by Hideki"
"RE36140","CG6945","FBcl0235780","stage 1-3","Non-Expressed"
"RE36140","CG6945","FBcl0235780","stage 1-3","Stage 1-3"
"RE36140","CG6945","FBcl0235780","stage 4-5","Non-Expressed"
"RE36140","CG6945","FBcl0235780","stage 4-5","Stage 4-5"
"RE36140","CG6945","FBcl0235780","stage 6-7","Stage 6-7"
